GeneName,WT_EtOH_1,WT_EtOH_2,WT_EtOH_3,WT_Dex_1,WT_Dex_2,WT_Dex_3,Brg1KD_EtOH_1,Brg1KD_EtOH_2,Brg1KD_EtOH_3,Brg1KD_Dex_1,Brg1KD_Dex_2,Brg1KD_Dex_3
MYO19,12.3,12.3,12.3,12.1,12.0,11.9,11.9,11.8,11.8,11.6,11.7,11.6
MYO1A,6.4,5.6,6.0,6.5,6.4,5.8,7.6,6.9,6.9,6.3,6.8,7.0
MYO1B,11.2,11.2,11.1,12.0,11.9,12.0,11.1,11.0,11.1,11.3,11.2,11.3
MYO1C,12.2,12.3,12.2,12.0,11.9,11.8,12.3,12.1,12.2,12.1,12.2,12.2
MYO1D,11.2,11.1,11.3,11.1,10.8,10.6,11.2,11.2,11.3,11.0,11.1,11.1
MYO1E,10.2,10.1,10.0,10.8,10.8,10.9,10.4,10.2,10.4,10.5,10.4,10.3
MYO1F,6.5,6.2,6.6,6.7,5.3,6.0,6.3,6.3,5.5,6.9,6.8,6.5
MYO1G,3.7,4.2,4.5,4.3,4.8,4.3,3.0,4.2,3.9,3.7,4.7,3.6
MYO1H,4.3,1.9,3.8,3.9,4.0,4.1,4.3,3.0,2.9,2.4,3.4,2.7
MYO3A,10.2,10.1,10.2,10.1,10.0,10.3,10.5,10.5,10.6,10.7,10.7,10.6
MYO3B,3.8,3.8,4.1,4.2,4.1,3.4,4.0,3.9,4.5,3.2,4.4,3.4
MYO5A,11.0,11.1,11.2,11.3,11.1,11.5,11.2,11.3,11.2,11.2,11.2,11.1
MYO5B,11.4,11.4,11.4,11.6,11.2,11.0,12.0,11.8,11.9,12.0,11.9,11.9
MYO5BP1,0.1,0.0,0.4,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,0.2,0.5
MYO5BP2,0.6,1.0,2.0,-0.1,0.1,0.4,1.4,0.4,0.4,-0.2,0.2,1.1
MYO5BP3,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.2
MYO5C,12.5,12.4,12.4,12.4,12.2,12.3,12.5,12.3,12.4,12.2,12.2,12.3
MYO6,11.5,11.7,11.7,11.6,11.7,11.9,11.8,12.0,12.0,12.0,12.1,12.1
MYO7A,5.7,5.2,5.7,6.3,5.8,5.2,6.7,5.7,5.1,6.1,5.9,5.7
MYO7B,0.1,0.7,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MYO9A,11.5,11.6,11.3,11.7,11.5,11.6,11.7,11.9,11.8,12.0,11.9,11.7
MYO9B,10.2,10.4,10.2,10.2,10.2,10.1,10.3,10.2,10.3,10.4,10.4,10.3
MYOC,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MYOCD,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MYOCOS,3.1,2.3,3.4,3.0,2.9,3.8,3.5,2.6,3.5,2.7,3.5,3.0
MYOD1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MYOF,14.3,14.3,14.3,14.3,14.2,14.2,14.7,14.7,14.8,14.9,14.9,14.9
MYOG,0.1,-0.3,0.0,0.9,0.1,1.7,1.3,1.3,0.4,0.8,-0.1,-0.5
MYOM1,3.0,2.9,2.9,2.8,2.8,1.7,3.3,2.5,2.4,2.3,2.3,1.2
MYOM2,1.1,-0.3,0.0,1.0,2.6,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MYOM3,4.3,3.1,4.5,5.0,5.8,5.1,5.0,4.5,5.7,2.7,6.0,5.7
MYOSLID,1.0,1.6,2.5,2.2,0.1,2.7,3.7,3.3,4.0,1.5,2.9,3.3
MYOT,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
MYOZ1,1.6,0.6,1.5,0.9,0.1,2.2,1.3,0.4,0.4,1.4,-0.1,1.6
MYOZ2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,1.4,0.8,-0.1,0.5
MYOZ3,3.2,4.4,4.2,2.9,2.7,2.4,3.1,2.1,3.2,2.9,2.9,2.6
MYPN,1.5,2.6,1.2,3.3,2.9,4.0,2.1,2.4,3.3,1.6,3.5,2.7
MYPOP,4.9,4.9,4.8,4.6,4.0,2.7,4.0,4.4,4.7,4.8,4.7,4.8
MYRF,7.7,8.0,7.6,7.8,7.4,7.2,7.6,7.6,8.0,7.8,7.6,7.8
MYRFL,8.2,8.2,8.5,7.7,7.8,7.8,7.8,7.8,8.0,7.5,7.4,7.7
MYRIP,8.5,8.5,8.6,8.4,7.6,8.0,8.8,8.2,8.3,8.4,8.2,8.3
MYSM1,9.5,9.7,9.5,9.7,10.0,9.9,9.6,9.8,9.8,9.8,10.2,9.9
MYT1,1.8,2.2,0.8,3.9,2.2,2.5,3.0,2.1,3.4,3.5,3.6,2.8
MYT1L,2.9,3.7,2.3,3.2,3.9,3.2,3.6,3.3,3.4,3.4,3.9,4.2
MYT1L-AS1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MYZAP,9.2,9.2,9.4,9.7,9.4,9.5,9.3,9.3,9.3,9.2,9.2,9.1
MZB1,7.7,7.6,7.6,7.5,7.1,7.4,7.4,7.5,7.7,7.2,7.2,7.2
MZF1,8.2,8.3,8.4,8.4,8.1,8.5,8.6,8.5,8.4,8.5,8.6,8.5
MZF1-AS1,6.8,6.7,6.5,7.1,6.9,6.6,6.1,6.7,6.6,6.2,6.3,6.3
MZT1,11.0,11.1,11.1,10.8,11.3,11.4,10.5,11.0,11.0,10.8,10.9,11.0
MZT1P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MZT1P2,0.1,-0.3,1.5,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
MZT2A,9.8,9.2,9.1,8.9,9.3,9.7,9.3,8.9,9.0,9.0,8.7,9.4
MZT2B,10.4,10.1,10.1,9.9,10.4,10.4,10.0,10.1,10.1,10.2,10.0,10.2
Metazoa_SRP,6.4,6.4,6.3,5.9,6.1,6.0,5.6,6.0,5.9,5.9,6.0,5.8
N4BP1,8.7,9.0,8.8,9.0,9.1,9.2,8.8,8.7,8.9,8.9,8.9,9.0
N4BP2,10.3,10.3,10.3,9.9,10.0,9.9,10.5,10.6,10.6,10.6,10.7,10.7
N4BP2L1,4.9,4.8,5.3,5.2,5.9,5.5,5.1,5.6,5.6,5.6,5.6,5.3
N4BP2L2,11.6,11.6,11.7,11.6,12.0,12.0,11.8,12.1,12.1,12.2,12.2,12.2
N4BP2L2-IT2,6.7,6.4,6.6,6.6,6.5,6.4,7.0,6.9,7.1,6.9,7.0,6.7
N4BP3,8.6,8.4,8.6,7.9,8.1,7.7,9.1,9.1,9.2,8.9,8.8,8.9
N6AMT1,7.2,7.7,7.8,7.5,8.1,7.8,7.9,7.8,7.9,7.9,7.8,7.7
NAA10,10.2,10.1,10.1,9.9,9.9,9.8,9.9,9.8,9.8,9.8,9.7,9.8
NAA11,1.0,1.6,1.5,2.8,2.4,1.1,2.3,1.9,0.4,-0.2,2.2,2.1
NAA15,12.3,12.5,12.5,12.3,12.4,12.7,12.3,12.3,12.5,12.4,12.4,12.4
NAA16,9.3,9.1,9.2,9.1,9.1,9.2,9.0,9.1,9.0,8.9,8.7,8.9
NAA20,11.0,10.9,11.0,10.8,11.2,11.3,10.9,11.2,11.0,11.0,11.0,11.2
NAA25,12.0,12.0,11.9,11.8,11.8,12.1,11.7,12.0,12.0,12.0,12.1,12.0
NAA30,11.5,11.5,11.3,11.3,11.5,11.7,11.3,11.6,11.7,11.8,11.9,11.9
NAA35,9.5,9.4,9.4,9.3,9.7,9.7,9.7,9.9,9.9,9.9,9.8,9.9
NAA38,10.5,10.5,10.4,10.4,10.7,10.7,9.9,10.3,10.1,9.9,10.0,10.1
NAA40,10.3,10.3,10.2,10.3,10.3,10.3,10.6,10.4,10.4,10.5,10.4,10.5
NAA50,13.3,13.3,13.4,13.5,13.9,14.0,13.1,13.3,13.3,13.3,13.4,13.4
NAA60,8.6,8.7,8.9,8.7,8.2,8.5,8.5,8.3,8.4,8.3,8.4,8.2
NAAA,10.2,10.0,10.0,10.1,10.3,10.5,10.3,9.8,9.9,10.0,10.0,10.2
NAALAD2,7.2,7.4,7.7,6.7,6.9,7.0,6.5,6.9,7.2,6.0,6.6,6.3
NAALADL1,3.3,4.1,3.7,4.0,3.8,4.5,3.0,2.2,3.0,2.9,3.5,3.5
NAALADL2,10.3,10.4,10.6,9.9,10.1,10.0,10.5,10.5,10.3,10.3,10.3,10.3
NAALADL2-AS1,1.1,1.7,2.5,-0.1,0.1,1.1,2.3,0.4,2.3,-0.2,1.9,-0.5
NAALADL2-AS2,1.7,2.9,2.5,-0.1,0.1,1.7,1.9,1.9,2.9,1.3,2.4,1.9
NAALADL2-AS3,1.1,0.7,2.2,1.5,0.1,0.0,0.3,1.7,1.2,-0.2,1.0,1.5
NAB1,10.2,10.2,10.4,10.1,10.1,10.2,9.9,10.3,10.2,9.9,10.1,10.0
NAB2,10.6,10.6,10.7,10.3,10.4,10.3,10.7,10.7,10.9,10.6,10.6,10.4
NABP1,8.3,8.4,8.7,8.5,8.7,8.9,9.0,9.2,9.0,9.0,9.3,9.3
NABP2,11.2,11.3,11.3,11.1,11.0,11.0,11.2,11.0,10.9,11.0,10.8,10.9
NACA,14.5,14.4,14.4,14.4,14.9,15.0,14.4,14.6,14.6,14.7,14.7,14.8
NACA2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NACA3P,1.0,0.7,0.9,-0.1,1.6,1.7,0.3,0.4,0.4,-0.1,-0.1,-0.5
NACAD,0.1,4.9,0.7,-0.1,1.3,0.8,0.3,0.4,1.2,0.6,-0.1,-0.5
NACAP1,3.4,2.8,3.2,3.5,3.4,3.6,1.5,2.6,3.7,3.1,2.6,3.4
NACAP2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NACAP3,0.1,0.7,0.0,-0.1,0.1,0.0,1.3,0.4,0.4,0.7,-0.1,-0.5
NACAP5,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NACAP6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NACAP7,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NACC1,10.8,10.8,10.8,10.5,10.3,10.3,10.4,10.2,10.2,10.3,9.9,10.1
NACC2,10.7,10.7,10.7,10.6,10.4,10.3,10.1,10.1,10.1,10.2,10.1,10.1
NADK,9.5,9.7,9.7,9.4,9.2,9.3,9.6,9.5,9.5,9.6,9.6,9.7
NADK2,11.0,11.0,11.0,11.5,11.8,11.9,11.3,11.4,11.5,11.7,11.7,11.8
NADK2-AS1,2.8,2.8,2.9,3.0,2.6,2.9,3.8,4.0,3.8,4.1,4.1,3.5
NADSYN1,10.8,10.8,10.9,10.6,10.8,11.0,11.0,11.0,10.9,10.8,10.8,11.0
NAE1,11.1,11.1,11.1,11.0,11.4,11.5,11.0,11.1,11.1,11.0,11.0,11.2
NAF1,7.8,7.9,7.5,7.9,7.8,7.9,7.5,7.8,7.9,7.7,7.6,7.7
NAGA,10.9,10.9,10.8,10.8,10.5,10.5,10.9,10.8,10.9,10.7,10.8,10.7
NAGK,9.4,9.4,9.5,10.0,10.4,10.3,9.8,9.6,9.7,9.9,9.9,10.1
NAGLU,9.1,9.0,9.2,9.0,9.0,8.9,9.6,9.4,9.4,9.7,9.5,9.5
NAGPA,8.5,8.5,8.3,8.2,8.2,8.1,8.4,8.4,8.3,8.3,7.9,8.1
NAGPA-AS1,5.6,4.5,5.0,4.7,5.4,5.3,5.1,5.5,4.4,5.3,4.7,4.2
NAGS,4.6,4.1,4.4,4.2,4.7,4.2,3.8,4.1,4.3,4.4,4.1,4.3
NAIF1,9.3,9.2,9.5,9.5,10.0,10.1,9.0,9.4,9.1,9.6,9.6,9.5
NAIP,8.6,8.5,8.7,8.9,8.8,8.9,7.9,7.9,8.3,8.1,8.1,7.9
NALCN,6.4,6.3,6.3,6.0,6.3,6.0,6.4,6.3,6.5,6.2,6.7,6.3
NALCN-AS1,0.1,0.7,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NALT1,6.4,6.1,6.4,5.9,6.6,6.0,7.3,7.0,6.7,6.8,6.8,6.5
NAMA,1.5,-0.3,2.0,-0.1,0.1,0.0,0.3,1.5,0.4,-0.2,1.3,-0.1
NAMPT,11.6,11.8,11.7,13.2,13.4,13.4,12.1,12.2,12.1,13.2,13.3,13.2
NAMPTP1,7.8,8.0,7.8,9.3,9.5,9.4,8.0,8.3,8.4,9.2,9.2,9.2
NAMPTP2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAMPTP3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NANOG,4.5,4.3,4.7,6.3,6.4,7.1,4.3,4.3,5.0,5.6,5.6,5.3
NANOGNB,2.0,2.9,3.4,2.3,1.2,2.2,1.3,2.1,2.4,2.2,1.5,0.7
NANOGNBP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NANOGNBP2,0.1,0.7,1.5,0.9,0.1,1.1,1.9,1.9,1.9,0.8,-0.1,0.6
NANOGP1,2.3,1.4,2.5,4.8,5.4,5.1,1.9,2.4,2.5,3.7,4.1,4.2
NANOGP10,0.1,-0.3,0.9,1.5,1.6,1.1,0.3,0.4,0.4,1.4,0.9,0.5
NANOGP2,0.1,-0.3,0.0,2.0,2.1,2.5,0.3,0.4,0.4,-0.2,0.9,0.5
NANOGP3,0.1,0.6,0.0,-0.1,1.1,0.0,0.3,1.3,0.4,-0.2,0.9,1.2
NANOGP4,0.1,-0.3,0.0,2.5,3.5,4.3,0.3,0.4,0.4,2.1,1.5,1.5
NANOGP5,1.6,1.2,2.2,4.2,3.2,4.1,2.0,2.6,1.4,3.3,2.7,2.9
NANOGP6,0.1,-0.3,0.9,-0.1,1.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
NANOGP7,0.1,-0.3,0.0,4.4,4.6,4.5,0.3,0.4,0.4,4.4,2.7,3.0
NANOGP8,0.1,-0.3,0.0,4.1,4.6,4.8,0.3,0.4,0.4,2.0,1.4,2.7
NANOGP9,0.1,-0.3,0.0,2.7,1.6,2.5,0.3,0.4,0.4,2.1,2.5,1.6
NANOS1,7.9,8.0,7.8,7.9,8.1,7.5,7.7,8.0,7.8,7.7,7.4,7.4
NANOS2,0.1,0.6,1.9,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
NANOS3,1.3,-0.3,0.0,-0.1,0.1,0.7,1.2,2.1,1.4,-0.2,1.1,0.6
NANP,9.1,9.2,9.2,8.8,9.0,9.1,9.1,9.4,9.4,9.4,9.4,9.3
NANS,11.7,11.6,11.6,11.4,11.9,12.0,12.0,12.1,12.0,12.0,12.0,12.1
NAP1L1,14.3,14.4,14.4,14.3,14.6,14.6,14.3,14.5,14.5,14.4,14.5,14.5
NAP1L1P1,1.0,-0.3,0.0,-0.1,1.6,1.1,1.3,1.9,1.9,0.8,1.5,1.6
NAP1L1P2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAP1L1P3,1.6,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,1.9,-0.2,-0.1,1.2
NAP1L2,3.7,4.3,3.8,2.7,4.1,4.3,2.2,3.8,3.4,3.5,3.1,3.2
NAP1L3,0.1,0.7,0.9,1.4,0.1,0.0,0.3,0.4,0.4,-0.2,0.9,-0.5
NAP1L4,12.1,12.1,12.1,12.2,12.4,12.6,12.1,12.2,12.4,12.2,12.4,12.3
NAP1L4P1,3.3,2.9,2.7,2.9,3.2,2.1,2.3,2.6,3.2,2.1,1.5,1.9
NAP1L4P2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAP1L4P3,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.6
NAP1L5,0.1,-0.3,0.0,-0.1,1.7,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAP1L6,1.1,2.3,2.0,1.6,2.9,0.1,2.2,2.0,2.1,2.8,3.3,3.0
NAPA,10.6,10.7,10.8,10.7,10.1,10.1,10.9,10.7,10.6,10.5,10.6,10.4
NAPA-AS1,5.7,5.3,5.3,5.4,5.8,5.6,5.3,5.8,5.7,5.5,5.4,5.4
NAPB,9.6,9.7,9.7,9.8,10.2,10.3,10.0,10.3,10.1,10.2,10.1,10.3
NAPEPLD,8.5,9.0,8.6,8.8,8.9,9.1,8.4,8.7,8.6,8.6,8.7,8.8
NAPG,11.0,11.1,11.0,10.9,11.2,11.2,11.0,11.2,11.2,11.2,11.2,11.1
NAPGP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAPRT,6.0,6.3,6.0,6.4,6.2,5.5,6.0,6.0,5.6,5.3,5.6,6.3
NAPSA,2.8,4.0,2.1,3.5,3.3,3.3,4.2,3.7,3.4,1.4,2.2,3.4
NAPSB,5.1,4.8,5.4,5.3,5.3,5.3,5.5,5.0,4.9,4.6,4.6,5.2
NARF,9.9,9.9,9.9,10.0,10.0,10.1,9.9,9.8,9.5,9.6,9.7,9.6
NARF-IT1,3.2,3.8,2.9,3.8,4.1,4.0,3.4,3.3,3.3,3.0,3.5,3.0
NARFL,11.2,11.1,11.1,11.9,11.9,11.9,11.2,11.0,11.0,11.4,11.5,11.4
NARS,13.3,13.2,13.3,13.1,13.4,13.5,13.3,13.5,13.5,13.4,13.5,13.5
NARS2,10.8,10.7,10.7,10.6,10.9,11.0,10.6,10.9,10.8,10.9,10.9,10.9
NARSP2,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
NASP,11.8,11.7,11.8,11.6,11.7,11.7,10.8,10.9,11.0,10.8,10.8,10.8
NAT1,11.6,11.6,11.5,11.7,12.0,12.0,10.2,10.4,10.4,11.0,11.0,10.9
NAT10,11.1,11.2,11.2,11.3,11.2,11.3,10.8,10.9,10.8,10.9,11.1,11.0
NAT14,8.0,8.0,7.9,8.3,8.1,7.9,8.0,8.4,8.3,8.0,8.2,8.0
NAT16,3.0,2.2,2.0,3.6,3.3,4.0,3.3,2.5,1.9,2.4,3.5,2.8
NAT2,4.1,4.2,4.3,5.0,5.3,4.9,3.8,4.2,3.2,4.8,3.7,4.3
NAT6,5.1,5.5,5.2,5.0,5.3,5.1,5.8,5.6,5.5,5.3,5.9,5.5
NAT8,1.0,0.7,1.5,-0.1,2.1,0.0,0.3,1.3,0.4,-0.2,1.9,-0.5
NAT8B,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
NAT8L,7.4,7.3,7.5,7.3,7.2,7.2,6.3,6.5,7.0,6.4,6.8,6.9
NAT9,9.4,9.4,9.3,9.2,9.6,9.5,9.3,9.4,9.3,9.4,9.5,9.6
NATD1,6.4,5.9,6.0,6.5,6.1,5.8,6.5,6.9,6.3,6.8,6.9,6.7
NATP,1.6,0.7,0.0,-0.1,1.6,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAV1,5.2,5.9,6.0,5.9,5.9,5.8,5.8,5.4,5.7,5.5,5.8,5.2
NAV2,1.2,4.9,4.4,5.1,3.7,3.4,4.8,3.9,4.8,3.2,4.6,4.3
NAV2-AS1,0.1,-0.3,0.0,-0.1,0.1,0.2,0.6,0.4,0.4,-0.2,-0.1,-0.5
NAV2-AS2,0.1,-0.3,0.0,1.0,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,-0.5
NAV2-AS3,1.1,1.3,0.0,0.9,1.1,0.0,1.3,1.3,1.4,-0.2,-0.1,1.1
NAV2-AS4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAV2-AS5,0.1,0.7,0.9,1.9,1.1,0.0,1.3,1.3,2.0,1.8,2.9,1.2
NAV2-IT1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NAV3,4.6,4.9,4.6,5.4,5.4,5.6,5.2,4.8,5.5,5.5,5.7,5.0
NAXD,11.0,10.8,10.8,10.9,11.3,11.3,11.2,11.1,11.0,11.2,11.1,11.2
NAXE,11.6,11.6,11.5,11.4,11.5,11.4,11.4,11.3,11.3,11.1,11.1,11.1
NBAS,11.9,11.7,11.8,12.0,11.8,11.8,12.1,12.1,12.4,12.4,12.2,12.5
NBAT1,2.6,2.0,1.5,-0.1,1.6,1.7,0.3,1.3,2.3,0.8,0.9,1.9
NBDY,9.6,9.7,9.6,9.5,9.5,9.4,9.5,9.6,9.5,9.5,9.5,9.5
NBEA,8.1,8.6,8.8,9.6,9.5,9.6,9.1,9.0,10.0,9.8,10.2,10.1
NBEAL1,11.6,11.4,11.5,11.3,11.5,11.6,11.6,11.7,11.8,11.4,11.5,11.6
NBEAL2,9.7,9.4,9.6,9.9,9.4,9.1,9.9,9.5,9.7,9.5,9.7,9.8
NBEAP1,3.0,3.9,1.9,3.2,4.1,4.5,3.8,4.9,3.5,4.2,4.7,3.6
NBEAP3,6.1,6.0,5.8,6.1,6.3,6.4,5.5,5.5,6.0,5.8,6.1,6.1
NBL1,11.4,11.4,11.4,11.3,11.2,11.2,10.5,10.6,10.5,10.5,10.4,10.3
NBN,12.2,12.3,12.3,12.2,12.5,12.7,12.2,12.3,12.4,12.2,12.4,12.3
NBPF1,11.1,11.3,11.2,10.9,10.8,11.1,11.1,11.3,11.2,10.7,10.9,10.9
NBPF10,10.1,10.0,10.1,11.4,11.4,11.5,10.3,10.0,10.2,10.9,11.0,11.1
NBPF11,9.2,9.5,9.4,9.8,10.2,10.1,9.5,9.4,9.5,9.7,9.6,9.7
NBPF12,9.0,9.5,9.5,10.9,10.8,11.1,10.0,9.3,9.7,10.5,10.6,10.7
NBPF13P,1.6,2.2,1.0,1.9,1.6,1.8,2.4,1.9,2.0,0.8,1.6,2.2
NBPF14,9.8,9.8,9.8,10.9,11.0,11.3,9.9,10.0,10.2,10.8,10.6,10.6
NBPF15,11.5,11.6,11.8,11.7,11.8,11.9,11.7,11.6,11.7,11.7,11.5,11.7
NBPF16,9.5,9.1,9.4,10.2,10.2,10.4,8.7,9.3,9.0,9.7,9.7,9.7
NBPF17P,0.1,-0.3,0.0,1.4,0.1,1.1,0.3,1.9,1.4,-0.2,0.9,-0.5
NBPF20,9.5,9.6,9.2,10.0,10.0,10.3,9.3,9.2,9.4,9.7,9.7,9.5
NBPF21P,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,0.5
NBPF22P,2.2,-0.1,0.9,2.8,1.2,1.2,0.4,0.4,0.4,0.9,1.6,0.8
NBPF24,8.0,8.2,8.3,8.4,8.4,8.6,8.0,7.7,8.0,8.2,8.1,8.2
NBPF2P,6.0,6.2,6.4,7.4,7.5,7.4,6.1,6.3,6.1,6.9,7.1,7.0
NBPF3,10.2,10.2,10.2,10.1,10.2,10.4,10.0,9.7,9.6,9.5,9.7,9.7
NBPF4,6.3,5.8,5.9,6.6,6.3,6.3,5.2,5.8,5.8,5.6,5.9,5.8
NBPF5P,4.0,3.9,3.2,3.8,4.0,3.8,4.1,4.4,3.6,3.5,4.0,3.8
NBPF6,5.7,6.0,6.1,6.3,6.2,6.2,5.1,4.8,5.8,5.2,5.4,5.3
NBPF7,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NBPF8,12.2,12.2,12.2,13.5,13.5,13.8,12.5,12.1,12.4,13.0,13.1,13.1
NBPF9,11.6,11.7,11.6,12.5,12.6,12.7,11.5,11.5,11.5,12.0,12.0,11.9
NBR1,12.5,12.6,12.5,12.9,13.0,13.1,13.0,13.0,13.0,13.2,13.2,13.3
NBR2,7.0,6.9,6.7,6.8,6.9,6.5,7.5,7.9,7.8,7.8,7.7,7.9
NCALD,6.7,6.8,6.4,7.6,7.4,7.7,7.0,6.6,7.3,6.9,7.3,7.4
NCAM1,1.9,1.6,1.8,2.8,1.7,2.7,0.5,0.4,2.1,1.4,2.2,0.0
NCAM1-AS1,0.1,0.7,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NCAM2,13.2,13.2,13.2,13.0,13.1,13.2,13.4,13.5,13.5,13.4,13.5,13.5
NCAN,0.1,-0.3,1.5,-0.1,0.1,1.1,1.3,0.4,0.4,-0.2,-0.1,-0.5
NCAPD2,12.5,12.7,12.7,12.4,12.1,12.1,12.0,12.0,12.2,12.0,11.8,11.9
NCAPD2P1,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NCAPD3,13.3,13.4,13.3,13.2,13.2,13.2,12.9,12.7,12.8,12.6,12.6,12.6
NCAPG,12.4,12.5,12.5,12.4,12.8,13.0,11.9,12.1,12.2,12.0,12.0,12.1
NCAPG2,11.9,11.9,12.0,11.9,12.1,12.2,11.5,11.6,11.6,11.4,11.5,11.4
NCAPGP1,0.1,-0.3,1.5,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NCAPGP2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NCAPH,10.7,10.8,10.8,10.7,10.5,10.4,10.2,10.2,10.1,10.1,10.0,10.1
NCAPH2,10.5,10.5,10.4,10.2,10.0,10.1,9.9,9.9,10.0,9.8,9.8,9.8
NCBP1,11.1,11.2,11.2,11.2,11.3,11.4,11.2,10.9,10.9,10.8,11.0,10.8
NCBP2,13.3,13.3,13.3,13.2,13.6,13.6,13.1,13.4,13.3,13.3,13.3,13.4
NCBP2-AS1,6.0,5.9,5.6,5.6,6.3,6.1,5.9,6.2,6.0,6.0,6.2,6.1
NCBP2-AS2,10.5,10.2,10.0,9.9,10.5,10.7,10.2,10.1,10.0,10.0,10.0,10.3
NCBP2L,2.4,2.0,1.7,2.0,1.5,1.6,2.1,1.8,1.8,2.6,3.3,2.6
NCBP3,10.7,10.7,10.9,11.0,10.9,11.0,10.9,10.9,11.3,10.9,11.2,11.0
NCCRP1,3.3,4.1,3.9,4.2,3.5,2.7,3.5,3.4,4.4,3.6,3.7,3.9
NCDN,8.6,8.3,8.2,8.4,7.9,7.8,8.3,8.1,8.7,8.2,8.3,8.2
NCEH1,10.9,10.9,11.1,10.6,10.6,10.7,11.1,11.1,11.0,10.7,10.7,10.6
NCF1,3.8,3.3,3.0,2.1,3.4,3.1,2.1,3.9,4.3,2.9,3.6,3.1
NCF1B,0.7,1.0,0.8,2.0,0.3,0.3,1.6,2.5,1.4,1.1,1.9,0.1
NCF1C,0.9,0.1,0.8,0.1,0.3,0.3,1.1,1.0,1.5,0.1,0.4,-0.1
NCF2,3.1,2.7,2.5,3.6,2.8,3.2,2.9,2.4,0.4,0.8,2.0,2.5
NCF4,2.0,-0.3,1.0,3.3,3.8,3.7,1.2,2.3,1.9,3.1,2.8,1.8
