GeneName,WT_EtOH_1,WT_EtOH_2,WT_EtOH_3,WT_Dex_1,WT_Dex_2,WT_Dex_3,Brg1KD_EtOH_1,Brg1KD_EtOH_2,Brg1KD_EtOH_3,Brg1KD_Dex_1,Brg1KD_Dex_2,Brg1KD_Dex_3
NCF4-AS1,1.4,1.0,0.0,2.9,3.6,3.2,0.3,0.4,1.9,1.5,2.0,1.2
NCK1,10.6,10.8,10.7,10.5,10.9,10.9,10.8,11.0,11.1,11.1,11.3,11.2
NCK1-AS1,5.4,5.6,5.3,5.5,5.6,5.0,5.2,4.5,5.5,4.4,4.9,5.0
NCK2,9.2,9.2,9.6,9.1,8.8,8.8,10.0,9.6,9.6,9.5,9.5,9.6
NCKAP1,12.6,12.8,12.7,12.9,12.9,12.8,13.1,13.1,13.2,13.2,13.3,13.2
NCKAP1L,4.3,4.9,4.8,4.8,4.6,5.6,4.0,4.8,5.7,4.4,4.8,5.0
NCKAP5,6.6,6.9,6.9,6.4,6.4,7.6,5.1,6.2,6.4,6.5,6.8,6.6
NCKAP5-IT1,1.0,0.7,0.9,-0.1,2.1,0.0,0.3,0.4,1.4,0.8,0.9,-0.5
NCKAP5L,8.2,8.1,8.2,7.6,7.8,7.3,7.8,8.0,8.4,8.0,7.4,7.7
NCKIPSD,8.9,8.6,8.6,8.9,8.7,8.2,8.7,8.1,8.5,8.8,8.8,8.6
NCL,13.4,13.4,13.3,13.2,13.4,13.7,13.0,13.0,13.1,13.0,13.0,12.9
NCLN,10.2,10.1,10.2,10.2,10.0,9.8,9.8,9.7,9.6,9.6,9.4,9.5
NCLP1,4.4,4.6,5.3,4.7,4.6,4.1,4.3,4.5,4.6,4.5,4.8,4.3
NCLP2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NCMAP,7.2,6.9,7.3,6.4,6.1,6.7,7.0,6.9,6.8,6.9,7.1,7.1
NCOA1,10.3,10.2,10.5,10.6,10.2,10.6,10.7,10.2,10.5,10.6,10.5,10.7
NCOA2,11.1,11.4,11.2,11.2,10.8,10.8,11.4,10.9,11.0,11.0,11.1,10.9
NCOA3,12.7,12.8,12.8,12.7,12.5,12.5,13.3,13.2,13.3,13.3,13.3,13.2
NCOA4,13.4,13.4,13.4,13.5,13.5,13.5,13.6,13.5,13.5,13.7,13.7,13.7
NCOA4P2,0.1,-0.3,1.9,-0.1,0.1,1.7,1.3,1.3,0.4,1.8,1.2,1.1
NCOA4P3,4.0,2.8,3.6,3.5,4.0,3.5,4.2,3.3,2.7,3.9,3.9,3.8
NCOA4P4,0.1,0.7,0.0,-0.1,0.1,0.1,1.5,1.4,0.4,0.8,1.2,-0.5
NCOA5,9.9,10.0,9.7,9.7,9.6,9.8,9.3,9.0,9.0,9.1,9.3,9.1
NCOA6,9.4,9.1,9.0,9.3,9.2,9.3,9.7,9.4,9.3,9.4,9.7,9.5
NCOA7,9.3,8.8,9.0,8.3,8.4,8.5,9.5,9.4,9.5,9.1,9.4,9.3
NCOA7-AS1,0.1,0.7,0.9,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,1.1
NCOR1,11.7,11.7,11.6,11.6,11.3,11.5,12.0,11.6,11.8,11.4,11.8,11.9
NCOR1P1,4.0,3.3,3.7,3.3,4.6,3.1,3.7,3.3,2.9,2.0,3.0,2.1
NCOR1P3,0.1,-0.3,0.0,1.5,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NCOR2,7.3,7.5,7.7,7.5,6.9,7.2,7.1,6.8,7.5,6.6,7.2,7.0
NCR1,0.2,0.7,0.0,1.5,0.1,2.1,1.9,0.4,1.4,2.1,-0.1,-0.5
NCR2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NCR3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,2.2,-0.2,-0.1,0.4
NCR3LG1,9.5,9.5,9.6,9.9,9.3,9.3,9.5,9.4,9.5,10.0,9.9,9.8
NCRNA00250,1.6,1.2,2.5,2.2,1.1,2.7,0.3,0.4,1.4,1.4,0.9,-0.5
NCS1,10.1,10.2,10.2,10.3,10.3,10.2,9.9,9.8,9.8,10.1,10.0,10.0
NCSTN,10.4,10.7,10.6,10.7,10.5,10.4,10.7,10.7,10.8,10.6,11.0,10.8
NCSTNP1,1.0,2.2,2.4,1.4,2.1,1.7,2.5,2.9,2.4,3.4,3.0,3.0
NDC1,12.0,12.1,12.1,12.0,12.2,12.2,11.8,12.0,11.9,11.8,11.6,11.7
NDC80,11.3,11.3,11.3,11.2,11.6,11.4,10.5,10.7,10.6,10.5,10.6,10.5
NDE1,9.9,9.9,9.9,9.8,9.7,9.7,10.3,10.1,10.4,10.1,10.1,10.1
NDE1P2,2.9,2.5,2.8,2.9,3.3,2.9,2.4,0.4,3.3,2.2,2.3,2.8
NDEL1,9.6,9.9,9.6,9.8,9.7,10.0,9.9,9.8,10.0,10.0,9.8,10.0
NDFIP1,10.8,10.8,10.8,10.8,11.1,11.4,11.0,11.0,11.0,11.0,11.1,11.4
NDFIP1P1,0.1,1.2,1.5,-0.1,0.1,1.1,1.3,0.4,0.4,1.4,-0.1,0.5
NDFIP2,11.7,11.6,11.7,11.6,12.0,12.1,11.5,11.6,11.8,11.6,11.7,11.8
NDFIP2-AS1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
NDN,8.4,8.1,8.5,8.1,8.2,8.4,7.9,8.0,8.0,8.0,8.0,8.2
NDNF,7.0,7.2,7.3,8.1,8.1,7.9,8.0,7.7,7.8,8.5,8.5,8.4
NDOR1,8.7,8.7,8.5,8.9,8.5,8.3,8.5,8.2,8.2,8.2,8.3,8.3
NDP,0.1,-0.3,1.3,1.2,0.1,0.0,0.3,0.4,0.4,-0.2,1.0,-0.5
NDP-AS1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,0.3,-0.5
NDRG1,8.0,8.6,8.2,12.2,12.0,11.7,9.0,8.6,8.7,10.6,10.9,10.6
NDRG2,8.0,7.7,8.0,7.7,7.8,7.8,8.2,7.9,8.3,8.1,8.1,7.9
NDRG3,11.2,11.2,11.1,11.0,11.0,10.9,11.1,11.0,11.1,11.0,11.0,11.1
NDRG4,5.9,5.3,4.7,6.4,5.8,5.6,5.2,5.5,4.5,4.3,4.7,5.4
NDST1,11.2,10.9,11.1,11.1,10.6,10.4,11.1,10.5,10.6,10.8,10.8,10.8
NDST1-AS1,2.4,2.2,2.5,2.4,2.1,1.7,2.7,2.9,1.4,1.4,1.5,1.2
NDST2,8.9,8.6,8.3,8.3,8.4,8.8,8.4,8.0,7.8,7.9,8.0,8.3
NDST3,5.7,5.4,6.2,5.0,5.7,5.3,4.8,4.8,5.1,4.4,4.5,4.7
NDST4,13.1,13.1,13.2,12.9,13.0,13.1,12.8,12.9,12.9,12.7,12.7,12.7
NDUFA1,11.5,11.6,11.6,11.6,12.1,12.3,11.4,11.6,11.7,11.4,11.4,11.6
NDUFA10,11.9,12.0,11.9,11.9,12.2,12.3,12.1,12.2,12.1,12.0,12.0,12.1
NDUFA11,10.5,10.5,10.5,10.4,10.7,10.7,10.5,10.4,10.2,10.2,10.1,10.2
NDUFA12,10.1,10.0,10.1,10.0,10.3,10.2,9.6,10.1,10.0,10.0,9.8,10.0
NDUFA12P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA13,11.8,11.7,11.8,11.8,12.3,12.4,11.8,12.0,11.9,11.7,11.8,11.9
NDUFA2,10.6,10.5,10.6,10.5,11.0,10.9,10.1,10.3,10.3,10.3,10.1,10.2
NDUFA3,9.7,9.7,9.9,9.6,9.7,9.6,9.6,9.6,9.6,9.4,9.5,9.3
NDUFA3P1,1.6,1.8,2.1,1.8,2.4,1.2,2.3,0.4,2.4,0.8,0.9,0.6
NDUFA3P2,2.3,1.5,0.9,1.4,1.7,0.0,2.3,2.3,2.0,-0.2,-0.1,1.3
NDUFA3P3,0.1,0.7,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA3P4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA3P6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA4,12.6,12.7,12.7,12.6,12.9,12.9,12.6,12.8,12.8,12.7,12.6,12.6
NDUFA4L2,5.6,5.8,4.5,4.6,5.3,5.7,6.5,6.5,5.9,5.6,5.7,5.3
NDUFA4P2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5,11.6,11.6,11.7,11.5,12.1,12.1,11.2,11.5,11.4,11.4,11.5,11.5
NDUFA5P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P10,0.1,0.7,0.0,0.9,1.7,1.1,0.3,0.4,0.4,-0.2,-0.1,0.5
NDUFA5P11,1.0,-0.3,0.0,0.9,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,-0.5
NDUFA5P12,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P2,0.1,-0.3,0.0,1.4,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P3,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P5,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P7,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P8,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA5P9,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFA6,11.4,11.5,11.5,11.3,11.5,11.3,11.2,11.3,11.3,11.1,11.1,11.1
NDUFA6-AS1,7.7,7.0,7.3,6.8,6.7,7.0,7.5,7.4,7.2,7.3,6.9,6.8
NDUFA7,10.1,10.0,10.2,10.0,10.1,10.0,10.3,10.1,10.0,10.0,9.8,9.9
NDUFA8,10.6,10.5,10.6,10.7,10.9,11.0,10.3,10.5,10.5,10.5,10.5,10.7
NDUFA8P1,1.0,-0.3,2.2,0.9,1.1,1.7,1.3,1.9,1.4,2.1,0.9,1.1
NDUFA9,10.1,10.3,10.3,10.1,10.4,10.7,10.2,10.2,10.4,10.2,10.2,10.3
NDUFA9P1,1.0,-0.3,0.0,1.9,1.1,1.7,1.3,1.9,1.4,1.4,1.5,0.5
NDUFAB1,11.7,11.6,11.6,11.6,12.1,12.0,10.9,11.6,11.4,11.4,11.3,11.4
NDUFAB1P1,1.0,2.4,2.7,1.4,1.1,1.7,0.3,2.9,0.4,-0.2,2.9,1.1
NDUFAF1,9.5,9.5,9.5,9.6,10.1,10.0,9.5,9.7,9.7,9.6,9.5,9.8
NDUFAF2,10.4,10.5,10.6,10.4,10.6,10.6,10.4,10.5,10.4,10.3,10.4,10.5
NDUFAF3,10.2,10.2,10.1,10.1,9.9,9.7,9.7,10.0,9.9,10.1,10.0,9.8
NDUFAF4,9.1,9.1,8.9,9.0,9.4,9.5,8.7,9.0,9.0,8.9,8.8,9.0
NDUFAF4P1,1.5,3.5,3.0,4.1,2.1,3.2,2.9,2.6,2.7,1.8,1.9,3.0
NDUFAF4P2,2.5,2.9,2.2,0.9,2.1,1.7,1.9,2.9,0.4,3.1,2.5,2.6
NDUFAF4P3,2.3,0.7,2.5,2.4,2.1,3.2,1.9,1.9,0.4,-0.2,0.9,1.6
NDUFAF4P4,1.5,0.7,0.0,0.9,0.1,1.1,0.3,0.4,1.4,2.1,1.5,1.1
NDUFAF5,9.1,9.3,9.6,9.3,9.7,9.7,9.1,9.3,9.1,9.2,8.8,9.1
NDUFAF6,9.5,9.6,9.5,9.5,9.9,10.0,9.1,9.6,9.5,9.3,9.3,9.5
NDUFAF7,9.7,9.7,9.6,9.6,9.6,9.8,9.4,9.7,9.4,9.4,9.6,9.4
NDUFAF8,8.8,8.2,8.4,8.0,8.6,8.5,7.7,8.1,7.8,7.3,7.5,7.8
NDUFB1,11.5,11.4,11.6,11.4,12.0,12.0,10.9,11.3,11.1,11.1,11.3,11.3
NDUFB10,11.3,11.4,11.4,11.2,11.3,11.1,11.1,11.1,11.1,11.0,10.9,11.0
NDUFB10P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB10P2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB11,12.1,11.9,12.0,11.9,12.3,12.2,11.8,11.9,11.8,11.8,11.7,11.9
NDUFB11P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB1P1,2.3,2.9,1.9,2.6,2.7,2.5,2.6,0.4,1.4,1.7,2.0,1.2
NDUFB1P2,1.0,0.6,0.0,1.8,1.7,2.2,0.3,0.4,1.4,2.9,-0.1,1.7
NDUFB2,9.6,9.5,9.5,9.5,10.0,9.8,8.7,9.3,9.0,9.1,9.0,9.1
NDUFB2-AS1,3.8,2.7,3.6,3.7,3.7,3.8,2.4,1.3,3.5,3.3,3.9,2.9
NDUFB2P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB3,10.8,10.6,10.8,10.8,11.2,11.3,10.3,10.5,10.5,10.4,10.4,10.5
NDUFB4,11.7,11.6,11.7,11.8,11.7,11.4,11.2,11.3,11.3,11.5,11.4,11.4
NDUFB4P1,1.0,1.2,0.9,0.9,1.1,2.1,1.9,2.3,1.4,1.8,-0.1,1.6
NDUFB4P10,0.1,1.2,0.9,-0.1,0.1,0.0,1.3,0.4,0.4,0.8,-0.1,-0.5
NDUFB4P11,0.1,0.7,0.0,-0.1,1.1,0.0,1.8,0.4,1.4,-0.2,-0.1,-0.5
NDUFB4P12,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB4P2,1.6,0.7,0.0,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
NDUFB4P3,0.1,0.7,2.2,0.9,0.1,2.4,0.3,0.4,2.0,-0.2,0.9,0.5
NDUFB4P4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB4P5,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB4P6,2.0,1.9,2.5,2.4,1.7,1.7,3.5,3.3,3.2,3.0,3.3,3.4
NDUFB4P7,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB4P8,0.1,0.7,1.5,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
NDUFB4P9,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,1.1
NDUFB5,12.6,12.6,12.6,12.5,13.0,13.1,12.4,12.8,12.8,12.7,12.7,12.8
NDUFB5P1,2.2,2.7,1.9,-0.1,0.1,2.9,1.8,1.9,2.1,1.8,2.5,-0.5
NDUFB5P2,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
NDUFB6,9.8,9.9,9.9,9.8,10.1,10.0,9.4,9.6,9.7,9.6,9.7,9.7
NDUFB7,11.2,11.1,11.1,11.1,11.5,11.4,10.9,10.9,10.9,10.7,10.7,10.9
NDUFB8,11.4,11.4,11.3,11.3,11.8,11.8,11.3,11.4,11.3,11.2,11.3,11.3
NDUFB9,12.0,12.0,12.1,12.0,12.1,12.2,12.0,12.0,12.0,11.9,11.9,11.9
NDUFB9P1,2.8,1.9,1.9,1.9,2.4,2.7,1.9,1.3,2.0,1.4,1.5,1.9
NDUFB9P2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFB9P3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFC1,11.0,11.1,11.2,11.3,11.7,11.8,10.9,11.1,11.1,10.9,10.9,11.2
NDUFC2,12.0,12.3,12.4,12.2,12.3,12.2,11.8,12.1,11.9,11.8,11.8,11.9
NDUFC2-KCTD14,0.3,0.3,1.9,0.4,0.3,0.5,0.8,0.7,0.6,0.1,0.2,-0.2
NDUFS1,12.9,13.0,12.9,12.9,13.3,13.5,13.0,13.1,13.0,13.0,13.1,13.2
NDUFS2,12.5,12.5,12.4,12.4,12.8,12.8,12.6,12.7,12.7,12.6,12.6,12.7
NDUFS3,10.8,10.8,10.7,10.7,11.1,11.0,10.7,10.7,10.6,10.7,10.7,10.8
NDUFS4,10.7,10.8,10.8,10.7,11.2,11.2,10.7,11.1,11.0,11.0,10.9,11.1
NDUFS5,12.0,12.1,12.2,12.1,12.5,12.5,11.7,11.9,11.8,11.8,11.8,11.8
NDUFS5P1,1.6,0.6,0.0,0.9,0.1,0.0,0.3,1.3,0.4,-0.2,0.9,1.6
NDUFS5P2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFS5P3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFS5P4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFS5P5,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFS5P6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFS6,12.1,12.1,12.1,12.0,12.3,12.3,11.8,11.8,11.8,11.5,11.6,11.7
NDUFS6P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFS7,10.6,10.5,10.5,10.5,10.7,10.6,10.7,10.9,10.7,10.6,10.5,10.7
NDUFS8,12.0,12.0,12.0,11.9,12.1,12.2,12.0,11.9,11.8,11.8,11.7,11.8
NDUFV1,12.6,12.4,12.4,12.4,12.6,12.5,12.7,12.7,12.5,12.6,12.5,12.6
NDUFV2,11.6,11.6,11.6,11.4,11.9,11.9,11.2,11.5,11.5,11.3,11.3,11.5
NDUFV2-AS1,5.2,4.5,3.8,5.2,5.4,5.8,3.3,5.0,4.7,5.1,4.4,5.0
NDUFV2P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NDUFV3,10.9,10.9,10.9,10.8,10.7,10.7,10.6,10.6,10.7,10.6,10.7,10.5
NEAT1,11.3,11.3,11.4,13.0,13.1,12.8,12.0,12.2,12.5,13.2,13.2,13.2
NEB,8.8,8.6,8.6,8.3,8.1,8.5,8.0,8.1,8.1,7.9,8.0,8.0
NEBL,11.5,11.6,11.6,12.7,12.8,12.7,11.9,12.0,12.0,12.7,12.8,12.8
NEBL-AS1,5.1,5.0,4.5,5.3,5.2,5.6,4.7,5.5,4.6,5.0,5.1,5.5
NECAB1,2.9,1.6,2.5,2.4,2.0,3.2,3.3,2.6,1.9,2.7,2.1,2.4
NECAB2,3.0,3.9,4.0,3.1,4.3,4.3,4.2,2.9,3.4,3.1,4.1,3.8
NECAB3,11.0,10.8,10.9,10.9,10.9,10.7,10.7,10.6,10.8,10.6,10.6,10.5
NECAP1,9.9,9.8,9.9,9.9,10.0,10.1,9.6,9.9,9.6,9.7,10.0,9.8
NECAP1P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NECAP1P2,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,-0.5
NECAP2,10.5,10.6,10.6,10.3,10.4,10.4,10.6,10.6,10.5,10.4,10.4,10.5
NECTIN1,8.9,9.2,9.0,8.4,8.2,8.0,8.6,8.3,8.5,7.7,8.2,8.0
NECTIN2,10.7,10.6,10.8,10.7,10.2,10.2,10.8,10.7,10.7,10.8,10.8,10.7
NECTIN3,7.8,7.4,7.7,7.7,7.9,8.2,6.6,7.2,6.8,7.2,6.8,7.3
NECTIN3-AS1,1.5,1.9,2.4,3.2,2.6,3.4,1.3,3.0,0.4,0.9,1.7,1.7
NECTIN4,11.2,11.2,11.1,11.0,11.2,11.2,11.6,11.6,11.7,11.7,11.7,11.7
NEDD1,11.8,11.9,11.9,11.6,11.9,12.1,11.7,11.8,11.6,11.6,11.6,11.8
NEDD4,11.9,11.9,11.9,12.0,11.8,12.0,11.7,11.8,11.8,11.8,11.9,11.9
NEDD4L,10.8,10.3,10.2,12.2,11.8,12.1,10.4,10.3,10.4,11.5,11.6,11.7
NEDD8,10.4,10.2,10.2,10.1,10.6,10.5,9.7,9.9,9.6,9.7,9.8,9.8
NEDD8-MDP1,0.7,1.6,0.5,0.4,0.6,2.9,0.8,0.8,1.2,2.6,0.5,0.0
NEDD9,4.5,5.5,5.7,6.1,5.6,6.2,5.3,4.9,5.0,5.4,5.3,5.4
NEFH,1.5,1.9,1.5,1.4,2.7,0.0,0.3,0.4,2.0,1.4,2.3,0.5
NEFHP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEFL,0.1,-0.3,0.0,-0.1,1.2,0.0,0.7,0.4,0.4,-0.2,-0.1,-0.5
NEFLP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEFM,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.4
NEFMP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEGR1,7.3,7.0,7.8,7.2,7.6,7.3,7.3,8.6,7.6,7.1,7.4,7.5
NEGR1-IT1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
NEIL1,7.5,7.2,7.3,7.0,7.1,7.0,7.2,7.1,7.7,7.2,6.8,7.0
NEIL2,9.5,9.4,9.5,9.2,9.5,9.6,9.3,9.4,9.5,9.5,9.5,9.5
NEIL3,10.1,10.3,10.3,10.1,10.3,10.4,10.0,10.0,10.0,9.7,9.8,9.8
NEK1,9.2,9.2,9.2,9.4,9.7,9.7,9.6,9.7,9.9,9.7,9.8,9.7
NEK10,7.1,6.7,6.4,8.3,8.6,8.6,6.7,7.0,7.2,7.2,7.3,7.0
NEK11,8.6,8.7,8.8,8.5,8.5,8.6,8.5,8.5,8.6,8.4,8.4,8.7
NEK2,12.8,12.8,12.8,12.6,13.0,13.0,12.6,12.7,12.6,12.5,12.5,12.6
NEK2P2,0.1,-0.3,0.0,0.0,0.2,0.4,0.4,0.4,0.5,-0.2,-0.1,-0.4
NEK2P4,3.4,3.3,3.4,3.8,3.4,3.1,3.2,1.9,3.7,3.9,3.0,2.7
NEK3,7.9,8.5,8.3,8.2,8.1,8.4,8.1,8.0,8.4,8.1,8.1,8.5
NEK4,10.7,10.7,10.8,10.6,10.8,10.8,10.5,10.3,10.4,10.2,10.5,10.6
NEK4P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEK4P2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEK4P3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEK5,8.3,8.4,8.4,8.2,8.3,8.1,9.0,9.0,9.0,8.7,9.1,8.8
NEK6,9.3,9.3,9.3,9.1,9.2,9.1,9.5,9.4,9.3,9.4,9.3,9.4
NEK7,12.7,12.7,12.8,12.8,13.1,13.2,12.7,12.8,12.8,12.7,12.8,12.8
NEK8,6.8,6.6,6.7,6.9,6.3,6.4,6.7,6.7,6.5,6.9,6.8,7.0
NEK9,10.5,10.4,10.4,10.7,10.7,10.8,10.3,10.5,10.6,10.6,10.7,10.8
NELFA,9.8,9.6,9.6,9.6,9.6,9.5,9.4,9.5,9.5,9.6,9.6,9.5
NELFB,11.1,11.0,10.9,10.9,11.2,11.2,10.8,10.9,10.7,11.0,10.9,11.0
NELFCD,12.1,12.2,12.3,12.2,12.2,12.2,12.1,12.1,12.0,11.9,12.0,12.0
NELFE,11.8,11.8,11.9,11.8,12.0,12.1,12.1,11.9,12.0,12.0,11.9,12.0
NELL1,0.8,0.1,3.3,2.1,3.2,1.8,3.1,0.4,1.9,-0.2,2.1,2.3
NELL2,7.5,7.7,7.6,8.6,8.4,8.4,7.4,7.8,7.8,8.0,8.3,8.0
NEMF,12.2,12.3,12.3,12.5,12.6,12.7,12.3,12.4,12.5,12.7,12.4,12.6
NEMP1,12.6,12.6,12.6,12.5,12.4,12.5,12.3,12.4,12.5,12.3,12.3,12.2
NEMP2,7.8,8.0,8.0,7.5,7.1,7.7,7.6,7.5,7.4,7.0,7.0,6.9
NENF,9.6,9.7,9.5,9.4,9.7,9.7,9.2,9.5,9.4,9.3,9.2,9.4
NENFP1,0.1,0.7,0.0,1.9,1.1,2.4,2.4,0.4,0.4,-0.2,0.9,-0.5
NENFP2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NENFP3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEO1,9.8,10.0,9.8,10.2,9.9,9.5,9.7,9.8,10.0,10.0,10.0,9.9
NEPNP,2.0,0.6,0.9,0.9,0.1,0.0,0.3,1.9,1.4,-0.2,-0.1,-0.5
NEPRO,10.7,10.8,10.8,10.7,11.0,11.1,11.2,11.3,11.3,11.4,11.3,11.4
NES,6.9,6.9,6.9,6.9,7.0,7.3,5.2,4.9,4.9,4.8,5.6,4.9
NET1,12.5,12.5,12.5,13.8,13.8,13.8,12.2,12.2,12.2,13.4,13.4,13.4
NETO1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NETO2,6.1,6.2,6.3,7.3,7.2,7.7,6.5,6.1,6.1,7.0,7.0,7.1
NEU1,11.4,11.4,11.3,11.2,11.6,11.7,11.9,11.9,11.9,11.9,11.8,12.0
NEU2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEU3,10.4,10.2,10.5,10.3,10.5,10.4,10.3,10.1,10.5,10.4,10.6,10.4
NEU4,3.8,1.6,3.2,2.8,2.3,0.8,1.8,1.1,0.8,0.4,2.4,0.9
NEURL1,5.6,5.8,5.8,6.9,5.8,6.5,5.3,6.0,5.8,6.3,6.5,6.1
NEURL1-AS1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
NEURL1B,9.8,9.7,9.7,10.2,10.0,9.8,9.9,9.8,9.9,9.9,9.9,9.9
